,Title,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Release Year
810,The Lone Ranger ,89302115,171200000,260502115,western,2013
811,Taken 3 ,89256424,237222717,326479141,action,2014
811,Taken 3 ,89256424,237222717,326479141,crime,2014
811,Taken 3 ,89256424,237222717,326479141,thriller,2014
812,Don't Breathe ,89217875,68543127,157761002,crime,2016
812,Don't Breathe ,89217875,68543127,157761002,horror,2016
812,Don't Breathe ,89217875,68543127,157761002,thriller,2016
813,Scream 3 ,89143175,72691101,161834276,horror,2000
813,Scream 3 ,89143175,72691101,161834276,mystery,2000
814,Oblivion ,89107235,197061337,286168572,action,2013
814,Oblivion ,89107235,197061337,286168572,adventure,2013
814,Oblivion ,89107235,197061337,286168572,scifi,2013
815,The Ugly Truth ,88915214,232767386,321682600,comedy,2009
815,The Ugly Truth ,88915214,232767386,321682600,romance,2009
816,Percy Jackson & the Olympians: The Lightning Thief ,88768303,137728906,226497209,adventure,2010
816,Percy Jackson & the Olympians: The Lightning Thief ,88768303,137728906,226497209,family,2010
816,Percy Jackson & the Olympians: The Lightning Thief ,88768303,137728906,226497209,fantasy,2010
817,Failure to Launch ,88715192,41508966,130224158,comedy,2006
817,Failure to Launch ,88715192,41508966,130224158,romance,2006
818,The Muppets ,88631237,76553000,165184237,adventure,2011
818,The Muppets ,88631237,76553000,165184237,comedy,2011
818,The Muppets ,88631237,76553000,165184237,family,2011
818,The Muppets ,88631237,76553000,165184237,musical,2011
819,Inside Man ,88513495,97490096,186003591,crime,2006
819,Inside Man ,88513495,97490096,186003591,drama,2006
819,Inside Man ,88513495,97490096,186003591,mystery,2006
819,Inside Man ,88513495,97490096,186003591,thriller,2006
820,Back to the Future Part III ,88277583,156800000,245077583,adventure,1990
820,Back to the Future Part III ,88277583,156800000,245077583,comedy,1990
820,Back to the Future Part III ,88277583,156800000,245077583,scifi,1990
820,Back to the Future Part III ,88277583,156800000,245077583,western,1990
821,Waterworld ,88246220,175972000,264218220,action,1995
821,Waterworld ,88246220,175972000,264218220,adventure,1995
821,Waterworld ,88246220,175972000,264218220,scifi,1995
822,Starsky & Hutch ,88237754,82030996,170268750,comedy,2004
822,Starsky & Hutch ,88237754,82030996,170268750,crime,2004
823,Along Came Polly ,88097164,90214565,178311729,comedy,2004
823,Along Came Polly ,88097164,90214565,178311729,romance,2004
824,The Hand that Rocks the Cradle ,88036683,88036683,88036683,drama,1992
824,The Hand that Rocks the Cradle ,88036683,88036683,88036683,thriller,1992
825,Entrapment ,87704396,124700000,212404396,action,1999
825,Entrapment ,87704396,124700000,212404396,crime,1999
825,Entrapment ,87704396,124700000,212404396,romance,1999
825,Entrapment ,87704396,124700000,212404396,thriller,1999
826,Peter Pan ,87404651,87404651,87404651,adventure,1953
826,Peter Pan ,87404651,87404651,87404651,animation,1953
826,Peter Pan ,87404651,87404651,87404651,family,1953
826,Peter Pan ,87404651,87404651,87404651,fantasy,1953
826,Peter Pan ,87404651,87404651,87404651,musical,1953
827,Pineapple Express ,87341380,14283463,101624843,action,2008
827,Pineapple Express ,87341380,14283463,101624843,comedy,2008
827,Pineapple Express ,87341380,14283463,101624843,crime,2008
828,Miss Peregrine's Home for Peculiar Children ,87242834,209239612,296482446,adventure,2016
828,Miss Peregrine's Home for Peculiar Children ,87242834,209239612,296482446,drama,2016
828,Miss Peregrine's Home for Peculiar Children ,87242834,209239612,296482446,family,2016
828,Miss Peregrine's Home for Peculiar Children ,87242834,209239612,296482446,fantasy,2016
828,Miss Peregrine's Home for Peculiar Children ,87242834,209239612,296482446,thriller,2016
829,Sisters ,87044645,17966408,105011053,comedy,2015
830,Saw II ,87039965,60708540,147748505,horror,2005
830,Saw II ,87039965,60708540,147748505,mystery,2005
831,The Naked Gun 2½: The Smell of Fear ,86930411,86930411,86930411,comedy,1991
831,The Naked Gun 2½: The Smell of Fear ,86930411,86930411,86930411,crime,1991
832,The Campaign ,86907746,18000000,104907746,comedy,2012
833,The Accountant ,86260045,68900000,155160045,action,2016
833,The Accountant ,86260045,68900000,155160045,thriller,2016
834,Dumb and Dumber To ,86208010,83629000,169837010,comedy,2014
835,Cruella ,86103234,147171578,233274812,adventure,2021
835,Cruella ,86103234,147171578,233274812,comedy,2021
835,Cruella ,86103234,147171578,233274812,crime,2021
835,Cruella ,86103234,147171578,233274812,drama,2021
836,The Emoji Movie ,86089513,131687133,217776646,adventure,2017
836,The Emoji Movie ,86089513,131687133,217776646,animation,2017
836,The Emoji Movie ,86089513,131687133,217776646,comedy,2017
836,The Emoji Movie ,86089513,131687133,217776646,family,2017
836,The Emoji Movie ,86089513,131687133,217776646,fantasy,2017
836,The Emoji Movie ,86089513,131687133,217776646,scifi,2017
837,Mean Girls ,86058055,44068222,130126277,comedy,2004
838,Annie ,85911262,50942244,136853506,comedy,2014
838,Annie ,85911262,50942244,136853506,drama,2014
838,Annie ,85911262,50942244,136853506,family,2014
838,Annie ,85911262,50942244,136853506,musical,2014
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,adventure,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,animation,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,comedy,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,family,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,fantasy,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,music,2015
839,Alvin and the Chipmunks: The Road Chip ,85886987,148911649,234798636,musical,2015
840,Spy Kids 2: Island of Lost Dreams ,85846429,33876929,119723358,action,2002
840,Spy Kids 2: Island of Lost Dreams ,85846429,33876929,119723358,adventure,2002
840,Spy Kids 2: Island of Lost Dreams ,85846429,33876929,119723358,comedy,2002
840,Spy Kids 2: Island of Lost Dreams ,85846429,33876929,119723358,family,2002
840,Spy Kids 2: Island of Lost Dreams ,85846429,33876929,119723358,scifi,2002
841,Alita: Battle Angel ,85838210,319142333,404980543,action,2019
841,Alita: Battle Angel ,85838210,319142333,404980543,adventure,2019
841,Alita: Battle Angel ,85838210,319142333,404980543,scifi,2019
841,Alita: Battle Angel ,85838210,319142333,404980543,thriller,2019
842,Fury ,85817906,126004791,211822697,action,2014
842,Fury ,85817906,126004791,211822697,drama,2014
842,Fury ,85817906,126004791,211822697,war,2014
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,action,1998
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,adventure,1998
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,animation,1998
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,family,1998
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,fantasy,1998
843,Pokémon: The First Movie - Mewtwo Strikes Back ,85744662,77900000,163644662,scifi,1998
844,Real Steel ,85468508,213800000,299268508,action,2011
844,Real Steel ,85468508,213800000,299268508,drama,2011
844,Real Steel ,85468508,213800000,299268508,scifi,2011
844,Real Steel ,85468508,213800000,299268508,sport,2011
845,The SpongeBob SquarePants Movie ,85417988,55649139,141067127,adventure,2004
845,The SpongeBob SquarePants Movie ,85417988,55649139,141067127,animation,2004
845,The SpongeBob SquarePants Movie ,85417988,55649139,141067127,comedy,2004
845,The SpongeBob SquarePants Movie ,85417988,55649139,141067127,family,2004
845,The SpongeBob SquarePants Movie ,85417988,55649139,141067127,fantasy,2004
846,Power Rangers ,85364450,56972790,142337240,action,2017
846,Power Rangers ,85364450,56972790,142337240,adventure,2017
846,Power Rangers ,85364450,56972790,142337240,fantasy,2017
846,Power Rangers ,85364450,56972790,142337240,scifi,2017
847,Stripes ,85297000,85297000,85297000,comedy,1981
847,Stripes ,85297000,85297000,85297000,war,1981
848,Anchorman: The Legend of Ron Burgundy ,85288303,5421064,90709367,comedy,2004
849,Aliens ,85160248,45900000,131060248,action,1986
849,Aliens ,85160248,45900000,131060248,adventure,1986
849,Aliens ,85160248,45900000,131060248,scifi,1986
849,Aliens ,85160248,45900000,131060248,thriller,1986
850,Open Season ,85105259,115706430,200811689,adventure,2006
850,Open Season ,85105259,115706430,200811689,animation,2006
850,Open Season ,85105259,115706430,200811689,comedy,2006
850,Open Season ,85105259,115706430,200811689,drama,2006
850,Open Season ,85105259,115706430,200811689,family,2006
851,Green Book ,85080171,236672485,321752656,biography,2018
851,Green Book ,85080171,236672485,321752656,comedy,2018
851,Green Book ,85080171,236672485,321752656,drama,2018
851,Green Book ,85080171,236672485,321752656,music,2018
852,The Expendables 2 ,85028192,229947763,314975955,action,2012
852,The Expendables 2 ,85028192,229947763,314975955,adventure,2012
852,The Expendables 2 ,85028192,229947763,314975955,thriller,2012
853,Dangerous Minds ,84919401,94600000,179519401,biography,1995
853,Dangerous Minds ,84919401,94600000,179519401,drama,1995
854,Paranormal Activity 2 ,84752907,92759125,177512032,horror,2010
854,Paranormal Activity 2 ,84752907,92759125,177512032,mystery,2010
855,Tammy ,84525432,15850000,100375432,comedy,2014
855,Tammy ,84525432,15850000,100375432,romance,2014
856,The Santa Clause 3: The Escape Clause ,84500122,26268000,110768122,adventure,2006
856,The Santa Clause 3: The Escape Clause ,84500122,26268000,110768122,comedy,2006
856,The Santa Clause 3: The Escape Clause ,84500122,26268000,110768122,family,2006
856,The Santa Clause 3: The Escape Clause ,84500122,26268000,110768122,fantasy,2006
857,Ferdinand ,84410380,211658819,296069199,adventure,2017
857,Ferdinand ,84410380,211658819,296069199,animation,2017
857,Ferdinand ,84410380,211658819,296069199,comedy,2017
857,Ferdinand ,84410380,211658819,296069199,drama,2017
857,Ferdinand ,84410380,211658819,296069199,family,2017
858,"Crazy, Stupid, Love. ",84351197,60700000,145051197,comedy,2011
858,"Crazy, Stupid, Love. ",84351197,60700000,145051197,drama,2011
858,"Crazy, Stupid, Love. ",84351197,60700000,145051197,romance,2011
859,Annabelle ,84273813,173305469,257579282,horror,2014
859,Annabelle ,84273813,173305469,257579282,mystery,2014
859,Annabelle ,84273813,173305469,257579282,thriller,2014
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,adventure,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,comedy,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,family,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,fantasy,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,horror,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,mystery,2004
860,Scooby-Doo 2: Monsters Unleashed ,84216833,97000000,181216833,scifi,2004
861,Birds of Prey ,84158461,117700000,201858461,action,2020
861,Birds of Prey ,84158461,117700000,201858461,adventure,2020
861,Birds of Prey ,84158461,117700000,201858461,comedy,2020
861,Birds of Prey ,84158461,117700000,201858461,crime,2020
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,action,2001
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,adventure,2001
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,animation,2001
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,family,2001
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,fantasy,2001
862,Atlantis: The Lost Empire ,84056472,101997253,186053725,scifi,2001
863,Cliffhanger ,84049211,170951000,255000211,action,1993
863,Cliffhanger ,84049211,170951000,255000211,adventure,1993
863,Cliffhanger ,84049211,170951000,255000211,thriller,1993
864,The Other Woman ,83911193,112799203,196710396,comedy,2014
864,The Other Woman ,83911193,112799203,196710396,romance,2014
865,The X Files ,83898313,105278110,189176423,drama,1998
865,The X Files ,83898313,105278110,189176423,mystery,1998
865,The X Files ,83898313,105278110,189176423,scifi,1998
865,The X Files ,83898313,105278110,189176423,thriller,1998
866,Penguins of Madagascar ,83850911,289664710,373515621,adventure,2014
866,Penguins of Madagascar ,83850911,289664710,373515621,animation,2014
866,Penguins of Madagascar ,83850911,289664710,373515621,comedy,2014
866,Penguins of Madagascar ,83850911,289664710,373515621,family,2014
866,Penguins of Madagascar ,83850911,289664710,373515621,scifi,2014
867,Die Hard ,83844093,57759104,141603197,action,1988
867,Die Hard ,83844093,57759104,141603197,thriller,1988
868,Up in the Air ,83823381,83019358,166842739,comedy,2009
868,Up in the Air ,83823381,83019358,166842739,drama,2009
868,Up in the Air ,83823381,83019358,166842739,romance,2009
869,Wrath of the Titans ,83670083,218300000,301970083,action,2012
869,Wrath of the Titans ,83670083,218300000,301970083,adventure,2012
869,Wrath of the Titans ,83670083,218300000,301970083,fantasy,2012
870,Insidious: Chapter 2 ,83586447,78332871,161919318,horror,2013
870,Insidious: Chapter 2 ,83586447,78332871,161919318,mystery,2013
870,Insidious: Chapter 2 ,83586447,78332871,161919318,thriller,2013
871,Under Siege ,83563139,73000000,156563139,action,1992
871,Under Siege ,83563139,73000000,156563139,thriller,1992
872,Battle Los Angeles ,83552429,128266925,211819354,action,2011
872,Battle Los Angeles ,83552429,128266925,211819354,scifi,2011
873,Immortals ,83504017,143400000,226904017,action,2011
873,Immortals ,83504017,143400000,226904017,drama,2011
873,Immortals ,83504017,143400000,226904017,fantasy,2011
873,Immortals ,83504017,143400000,226904017,romance,2011
874,I Can Only Imagine ,83482352,2604529,86086881,biography,2018
874,I Can Only Imagine ,83482352,2604529,86086881,drama,2018
874,I Can Only Imagine ,83482352,2604529,86086881,family,2018
874,I Can Only Imagine ,83482352,2604529,86086881,music,2018
875,Apocalypse Now ,83471511,8686553,92158064,drama,1979
875,Apocalypse Now ,83471511,8686553,92158064,mystery,1979
875,Apocalypse Now ,83471511,8686553,92158064,war,1979
876,Patriot Games ,83351587,94700000,178051587,action,1992
876,Patriot Games ,83351587,94700000,178051587,thriller,1992
877,Saving Mr. Banks ,83301580,34566404,117867984,biography,2013
877,Saving Mr. Banks ,83301580,34566404,117867984,comedy,2013
877,Saving Mr. Banks ,83301580,34566404,117867984,drama,2013
878,Smallfoot ,83240103,130800000,214040103,adventure,2018
878,Smallfoot ,83240103,130800000,214040103,animation,2018
878,Smallfoot ,83240103,130800000,214040103,comedy,2018
878,Smallfoot ,83240103,130800000,214040103,drama,2018
878,Smallfoot ,83240103,130800000,214040103,family,2018
878,Smallfoot ,83240103,130800000,214040103,fantasy,2018
878,Smallfoot ,83240103,130800000,214040103,musical,2018
879,Good Boys ,83140306,27896926,111037232,adventure,2019
879,Good Boys ,83140306,27896926,111037232,comedy,2019
880,Valkyrie ,83077833,118467684,201545517,drama,2008
880,Valkyrie ,83077833,118467684,201545517,history,2008
880,Valkyrie ,83077833,118467684,201545517,thriller,2008
880,Valkyrie ,83077833,118467684,201545517,war,2008
881,Brokeback Mountain ,83043761,95018998,178062759,drama,2005
881,Brokeback Mountain ,83043761,95018998,178062759,romance,2005
882,Turbo ,83028128,199542554,282570682,adventure,2013
882,Turbo ,83028128,199542554,282570682,animation,2013
882,Turbo ,83028128,199542554,282570682,comedy,2013
882,Turbo ,83028128,199542554,282570682,family,2013
882,Turbo ,83028128,199542554,282570682,sport,2013
883,Disclosure ,83015089,131000000,214015089,drama,1994
883,Disclosure ,83015089,131000000,214015089,thriller,1994
884,Charlotte's Web ,82985708,65978114,148963822,adventure,2006
884,Charlotte's Web ,82985708,65978114,148963822,comedy,2006
